onset	duration	trial_type	identifier	response
109.2643	2.990304	dyad	yt-9AkGB_rRbIQ_95.mp4	0
113.0146	2.998297	dyad	yt_R-8XFRghgHAwk_54.mp4	0
116.7649	2.989889	dyad	yt-1iBn-CjHBgc_22.mp4	0
120.5153	2.998272	dyad	yt-PZF2qQpnGcI_97.mp4	0
124.2656	2.990275	dyad	yt-9R3WOWjYHMs_3.mp4	0
128.0159	2.981747	crowd	yt-BN27j4Z_-gA_1.mp4	0
131.7663	2.990095	dyad	yt-vx-VMETm4g0_154.mp4	0
135.5166	2.998426	dyad	yt-uFP2jKxjIwo_718.mp4	0
139.2669	2.990285	dyad	yt-hFPoxM6C8v0_4.mp4	0
143.0172	2.981953	dyad	yt-cUygizD21xo_35.mp4	0
146.7675	2.990379	dyad	yt-YHZCo34wpMQ_3.mp4	0
150.5178	2.982019	dyad	flickr-2-1-6-6-7-1-1-2-16621667112_15.mp4	0
154.2681	2.99051	dyad	yt-cs7e8XeuSGw_61.mp4	0
158.0185	2.982043	dyad	yt-LBVBFl3eNg8_88.mp4	0
161.7689	2.97271	dyad	flickr-8-7-2-6-6-0-0-8-3387266008_18.mp4	0
165.5193	2.997348	dyad	yt-hXKxZId2MC0_139.mp4	0
169.2696	2.989848	dyad	yt-2dK-i-Ie1Yg_68.mp4	0
173.0198	2.981833	dyad	yt-PkN1YKOuOYE_6.mp4	0
176.7701	2.990383	dyad	yt-tbKg9FdQZ0g_63.mp4	0
180.5204	2.982209	dyad	flickr-8-3-1-6897055831_10.mp4	0
184.2707	2.990351	dyad	yt-b6BhSLVUPuc_188.mp4	0
188.0212	2.998742	dyad	yt-1bNx06Nq40k_73.mp4	0
191.7714	2.990508	dyad	yt-q8mU6W5UqPk_27.mp4	0
195.5219	2.981974	dyad	yt-S0dAccaitok_119.mp4	0
199.2723	2.990111	dyad	yt-F0Ede8UiICQ_38.mp4	0
203.0226	2.981721	dyad	gvztLkrmEIg_137.mp4	0
218.892	2.997536	dyad	eJRbWjg73fE_116.mp4	1
222.6423	3.011609	dyad	yt-gyHCZmoE-Gc_173.mp4	0
226.3926	2.984568	dyad	yt-OurLBAGyI9c_16.mp4	0
230.1431	2.985311	dyad	yt-7-zxdVaYzDA_301.mp4	0
233.8934	3.001492	dyad	8-6-0-3-9-6-6-0-19586039660_4.mp4	0
237.6439	2.98525	dyad	3PJaYWt0cws_5.mp4	0
241.3942	2.994365	dyad	yt-O2JT20EG6yI_111.mp4	0
245.1447	2.984974	dyad	yt-1icEOZdgkVY_35.mp4	0
248.8949	3.001537	dyad	yt-sWfgS1G-cr4_139.mp4	0
252.6453	2.985189	dyad	yt-nk1ilLx3z1E_10.mp4	0
256.3957	2.982414	dyad	yt-0IxYqinsuz8_7.mp4	0
260.1468	3.010641	dyad	flickr_R-1-2-8-9-1-4-3-5-4212891435_36.mp4	0
263.8972	2.991431	dyad	flickr-4-0-4-9-3-3-4-4-15540493344_49.mp4	0
267.6476	2.973874	crowd	yt-aIqAZLRLfSc_44.mp4	0
271.3978	3.001047	dyad	yt-XTX0BNJrLcc_97.mp4	0
275.1483	2.983875	dyad	yt-iYZvTOb0gWU_608.mp4	0
278.8986	3.000631	dyad	yt-2Joztxgo5Sw_180.mp4	0
282.649	2.966346	crowd	yt-8ssH5pwNNXI_17.mp4	0
286.3993	3.018806	dyad	yt-H_bBYuPxXkU_71.mp4	0
290.1495	2.983243	dyad	yt-zcz5nb7m-Y4_55.mp4	0
293.8998	2.975486	dyad	yt-DlUgLVITRn0_3.mp4	0
297.6502	2.983102	dyad	vine-MBwjdF6eU79_2.mp4	0
301.4006	2.984372	dyad	flickr-6-2-2-9-2-0-1-2-5362292012_12.mp4	0
305.151	2.966681	crowd	yt--0oXaNEjVJ8_48.mp4	0
308.9012	2.992669	dyad	yt-uHGsgDLXCns_2999.mp4	0
312.6516	2.983828	dyad	t2z1X76v4ys_178.mp4	0
316.4019	2.9925	dyad	yt-fBN0EWsZbnk_14.mp4	0
320.1525	2.983962	dyad	yt-PWO7CMF5otY_336.mp4	0
323.903	3.000857	dyad	yt-hhmiJzI5caA_52.mp4	0
327.6536	2.98324	dyad	yt-SHe7vXXrv44_21.mp4	0
331.404	2.991735	dyad	yt-3cMBMW1l4L8_137.mp4	0
335.1543	2.989295	dyad	yt-2Ks8gsK22PA_14.mp4	0
338.9046	2.991974	dyad	vine-hxLaMMzZhv0_1.mp4	0
342.6548	2.983711	dyad	WJ-84ioZqcc_41.mp4	0
346.4051	3.00029	dyad	yt-HsV1AkMICLQ_51.mp4	0
350.1555	2.973606	crowd	vine-Clapping-to-make-the-clunk-of-the-water-wheel-with-Beckett-School-pupils-remakemuseum-Mte3Z7gqFh2_3.mp4	0
353.9058	2.992158	dyad	yt-xPT35mB9C28_1226.mp4	0
357.6562	2.984015	dyad	flickr-5-2-4-7-4-1-5-5-6952474155_71.mp4	0
361.4065	2.991884	dyad	flickr-7-8-4-4-1-9-1-7-2878441917_1.mp4	0
365.1568	2.983956	dyad	flickr-1-8-1-1-6-5-4-7-6118116547_81.mp4	0
368.9072	2.982286	dyad	yt-0Bzn7lSvTmA_9.mp4	0
372.6576	2.986732	dyad	flickr-0-5-6-9-8-9-0-8-4405698908_26.mp4	0
376.4078	2.974363	dyad	yt-P3MNLNyt_98_51.mp4	0
380.1585	2.974682	crowd	yt-aQfXbZo8UZI_145.mp4	0
383.9087	2.999175	dyad	yt-iHn1BwC1p1I_31.mp4	0
387.659	2.982467	dyad	yt-K2Ysv5Y6tYo_297.mp4	0
391.4092	2.991933	dyad	yt-4ECKZXJX9FY_7.mp4	0
395.1597	2.989981	dyad	flickr-9-3-2-2-7-4-6-7-4593227467_2.mp4	0
398.9101	2.999868	dyad	flickr-7-7-6-9-8-7-4-3-6077698743_33.mp4	0
402.6604	2.984378	dyad	yt-m2cwo-pEgDY_25.mp4	0
406.4107	2.999897	dyad	yt-G7OeEYC-zy4_57.mp4	0
410.1609	3.009848	dyad	yt-eKsNke8uDhE_5.mp4	0
413.9113	2.983041	dyad	flickr-0-9-3-5-5-6-6-9-5809355669_3.mp4	0
417.6615	3.010019	dyad	twUN1iwMWgY_1320.mp4	0
421.4118	2.975556	crowd	yt-0mDoMNL_CI0_35.mp4	0
429.6397	2.981804	dyad	yt-q__8ex88Ow0_60.mp4	0
433.3901	2.988513	dyad	yt-EB_2BGaRiNU_9.mp4	0
437.1406	2.987234	dyad	flickr-3-3-2-8-3-2-3-7-2833283237_47.mp4	0
440.8909	2.9871	dyad	yt-9OU9ycaIiGM_35.mp4	0
444.6413	2.983145	dyad	yt---kgxi3dRc8_202.mp4	0
448.3916	2.988426	dyad	yt-a9HzBJRWEJw_101.mp4	0
452.1419	2.979928	dyad	yt-ccsCZ0yttAI_264.mp4	0
455.8924	2.988108	dyad	flickr-4-7-7-6-8-6-8-3-10147768683_30.mp4	0
459.6426	2.987711	crowd	LF3GkqFzqRk_175.mp4	0
463.393	2.988205	dyad	flickr-7-7-0-5-0-7-0-9-4177050709_33.mp4	0
467.1433	2.978703	dyad	vine-arm-wrestling-h6itJarOtiI_3.mp4	0
470.8938	2.988079	dyad	FSQ2vBJ0hmw_20.mp4	0
474.644	2.978688	dyad	flickr-2-0-5-7-0-2-3-3-4720570233_26.mp4	0
478.3943	2.987968	dyad	yt-V9hKfvFLDQo_816.mp4	0
482.1447	2.978654	dyad	yt-fCaGeX3EZzc_44.mp4	0
485.8949	2.988285	dyad	yt-lif69GRiRLE_101.mp4	0
489.6453	2.980023	dyad	flickr-5-4-8-7-2-0-2-6-2454872026_5.mp4	0
493.3956	2.994613	dyad	flickr-4-8-3-9-9-3-0-9-6748399309_20.mp4	0
497.1458	2.979945	dyad	yt-yI5VBQahUNE_92.mp4	0
500.8961	2.991337	dyad	yt-MqMKjrKRXmI_35.mp4	0
504.6464	2.987832	dyad	yt-rjfxunCrhMk_6.mp4	0
508.3967	2.988417	dyad	yt-Z02VjQcNxv0_5.mp4	0
512.1471	2.98714	dyad	yt-M1SHOxaP24s_29.mp4	0
515.8979	2.99553	dyad	yt-xp4X1QnB1GE_1595.mp4	0
519.6483	3.004023	dyad	vine-Discussing-gopher-problems-with-Frank-from-the-parks-department-hLpauJl9VBw_1.mp4	0
523.3986	2.988174	dyad	yt-krmQtsQUk1Q_485.mp4	0
527.1488	2.978493	dyad	flickr-7-8-3-9-5-6-9-1-3078395691_54.mp4	0
530.8991	2.971135	crowd	yt-6NvNV3ko88Q_96.mp4	0
534.6494	2.987411	dyad	yt-4vsQkKl13Qc_682.mp4	0
538.3998	2.987903	dyad	yt-DnrzWno9RY0_28.mp4	0
542.15	3.004645	dyad	yt-11lRVNynHq0_23.mp4	0
545.9004	2.988393	dyad	yt-pumHrH9tKRo_131.mp4	0
549.6506	2.978963	dyad	yt-AXeXiTb9ntA_162.mp4	0
553.4009	2.98931	dyad	b7y36KyAIoI_120.mp4	0
557.1514	2.986335	dyad	yt--7QDJQU657I_4.mp4	0
560.9017	2.995944	dyad	yt-qxNosFrsK1k_55.mp4	0
564.652	2.978747	dyad	yt-o0tfI02ehDE_1.mp4	0
568.4023	2.978581	crowd	yt-C59ePDyEDbU_35.mp4	0
572.1528	2.983832	dyad	yt-NQKRncc6YX8_35.mp4	0
575.9031	2.987507	dyad	yt-K8ATZKxAgck_32.mp4	0
579.6536	2.97863	dyad	yt-2r4fsa-FerM_512.mp4	0
583.4039	2.987982	dyad	flickr-7-9-6-9-9-2-6-7-5479699267_3.mp4	0
587.1542	2.97954	dyad	yt-vfa6yhHnhsU_151.mp4	0
590.9047	2.988093	dyad	yt-HT3D9Cpx8Lw_28.mp4	0
594.6549	2.979567	dyad	yt-ACR1T1nMR0E_57.mp4	0
598.4053	2.995997	dyad	flickr-3-2-7-8-3-1-4-7-16232783147_5.mp4	0
602.1557	2.978638	dyad	yt-iW8qXrKxfsk_18.mp4	0
605.906	2.9714	crowd	-3apEFekLVY_9.mp4	0
609.6564	2.979703	dyad	yt-2ULEIoRKW_Q_35.mp4	0
613.4067	2.98787	dyad	flickr-2-8-2-7-7-6-8-9-3028277689_11.mp4	0
617.1571	2.979434	crowd	6-0-5-0-3-9-6-0-3760503960_1.mp4	0
620.9075	2.995755	dyad	yt-LrJEzt-ytsM_18.mp4	0
624.6579	2.978067	dyad	yt-KYxzJcHV8bI_485.mp4	0
628.4083	2.987762	dyad	yt-1iRW2U2jNPA_888.mp4	0
632.1586	2.978294	dyad	flickr-4-1-6-2-6-0-0-0-23041626000_1.mp4	0
675.0724	2.992249	dyad	9jw7D-exQDg_77.mp4	1
678.8227	2.983979	dyad	yt-8jK--lY7pww_12.mp4	0
682.5731	2.992332	dyad	yt-MMycfMcM9oM_297.mp4	0
686.3235	2.983945	dyad	yt-WsSVHEX7LdQ_144.mp4	0
690.0739	2.991948	dyad	yt-aunEHRTiMrQ_22.mp4	0
693.8241	2.983916	crowd	yt--0lj-Vj8ssI_114.mp4	0
697.5746	2.992267	dyad	yt-q4bB_q8QAaA_88.mp4	0
701.325	2.981125	crowd	2KvODAvWWrQ_130.mp4	0
705.0754	2.990397	dyad	1AIVH5cEWrI_35.mp4	0
708.8258	2.982234	dyad	yt-0QzC8ORgZlM_35.mp4	0
712.576	2.990406	dyad	yt-7we4oftPEXo_245.mp4	0
716.3264	2.982165	dyad	giphy-5gH28DhukBKlq_2.mp4	0
720.0767	2.989214	dyad	yt-cf6C48WpbPE_21.mp4	0
723.8271	2.982143	dyad	flickr-1-0-3-5-1-1-0-6-2810351106_1.mp4	0
727.5775	2.990423	dyad	yt-k6Ildfvd4wA_76.mp4	0
731.3281	2.9807	dyad	yt-M7LSf18G1-k_30.mp4	0
735.0784	2.990079	dyad	yt-NyoDNKkeCkE_20.mp4	0
738.8287	2.981137	dyad	yt-6RiK4Sg2tSY_75.mp4	0
742.5792	2.989827	dyad	flickr-8-4-2-6-5-3-9-1-9784265391_7.mp4	0
746.3295	2.981746	dyad	yt-yIvortOp_D8_304.mp4	0
750.0798	2.982248	dyad	yt-7eF1aYP8gCQ_9.mp4	0
753.8301	2.983105	dyad	yt-gEpYfnTt5_c_51.mp4	0
757.5805	2.990075	dyad	yt-mqSlRcLajN4_267.mp4	0
761.3309	2.982849	dyad	vine-MKEjBiBY6Fw_1.mp4	0
765.0811	2.990158	dyad	yt-UZjgD-xTz9Q_310.mp4	0
768.8315	2.982047	dyad	flickr-2-3-8-6-9-3-6-0-2823869360_23.mp4	0
772.5817	2.994072	dyad	flickr-1-6-4-12557575164_3.mp4	0
776.3322	2.981581	dyad	yt-ZXSB3uT5Rk8_91.mp4	0
780.0825	2.990017	dyad	flickr-9-6-7-8-7-6-4-6-2496787646_9.mp4	0
783.8328	2.998287	dyad	yt--Sv97d457Uw_137.mp4	0
787.5831	2.988978	dyad	yt-vywVJ0J6Vlk_635.mp4	0
791.3335	2.981558	dyad	yt--d_UnNREYO4_61.mp4	0
795.0839	3.015946	dyad	FJzKgF-nR0E_15.mp4	0
798.8342	2.988147	dyad	yt-A77SpYVvfKE_5.mp4	0
802.5847	2.989818	dyad	flickr-1-9-7-9-4-8-8-5-5319794885_45.mp4	0
806.335	2.985008	dyad	yt-gvcE-VktSSg_23.mp4	0
810.0853	2.9898	dyad	yt-OGAx__6iSTs_17.mp4	0
813.8357	2.980559	dyad	flickr-1-1-2-0-2-4-6-6-7211202466_8.mp4	0
817.5861	2.997687	dyad	yt-qjtSPSnY_Aw_2.mp4	0
821.3365	2.981521	dyad	yt-ieUSTTGb3P8_9.mp4	0
825.0868	2.989998	dyad	flickr-4-7-1-4-7-6-4-0-2447147640_28.mp4	0
828.8371	2.9889	dyad	yt-BJa2Fs1UyZ0_71.mp4	0
832.5875	2.989728	dyad	yt-84Tw9n59zw0_24.mp4	0
836.3377	3.00773	dyad	yt-8U-qwDgKU2E_2.mp4	0
840.088	2.996734	dyad	flickr-5-7-2-8-0-0-7-2-3957280072_16.mp4	0
843.8383	2.98145	dyad	flickr-0-6-1-2-0-7-8-4-4606120784_26.mp4	0
847.5887	2.99569	dyad	yt-qrKK36byJ30_239.mp4	0
851.339	2.981668	dyad	flickr-4-1-7-8-1-9-6-2-3941781962_7.mp4	0
855.0893	2.998425	dyad	yt_R-62JchDNyM7U_143.mp4	0
858.8397	2.973624	crowd	mbFzcAPp0l0_12.mp4	0
862.5901	2.988884	dyad	yt-KZqqB7yoVYw_11.mp4	0
866.3405	2.985086	dyad	yt-MJMvM4DjVVY_67.mp4	0
870.0908	2.973478	dyad	giphy-10TNZYlPEDFR3a_3.mp4	0
873.8416	2.979925	dyad	yt-_I70R4j_tjA_309.mp4	0
877.5919	2.988603	dyad	9hlyu-wDkg4_4.mp4	0
948.515	2.983249	dyad	flickr-7-3-3-1-0-7-1-8-2773310718_8.mp4	1
952.2653	2.999676	dyad	vine-MVvgr5hA3JD_1.mp4	0
956.0155	2.982093	dyad	yt-UdFXugWdS94_32.mp4	0
959.7657	2.998744	dyad	yt-UPu938CNhYc_35.mp4	0
963.5161	2.982196	dyad	yt-ix0bg7Lgyas_26.mp4	0
967.2664	2.973449	crowd	yt-4afyGfunv7o_75.mp4	0
971.0166	2.981069	dyad	bing-heavy_com_entertainment_2017_10_this-is-us-spoilers-chrissy-metz-kate-singing-songs__249.mp4	0
974.767	2.990397	dyad	yt-74Pt4L0NrGo_187.mp4	0
978.5173	2.990192	crowd	yt-C7cOctg7F8c_365.mp4	0
982.2677	2.990509	dyad	yt-7Gw5igJ3Uc0_45.mp4	0
986.0181	2.964565	crowd	yt-4sayvAo50Uc_3.mp4	0
989.7685	2.990326	dyad	flickr-9-7-4-6-7-4-5-2-2597467452_51.mp4	0
993.5188	2.982617	dyad	yt-n2JqR0WrAFA_35.mp4	0
997.2692	2.997961	dyad	yt-AhM9i0zrIEo_19.mp4	0
1001.019	2.981	dyad	yt-5K_c4LG7CEE_35.mp4	0
1004.77	2.990673	dyad	yt-xnqqB-leeaQ_128.mp4	0
1008.52	2.980969	dyad	yt-cYECXplgRi4_15.mp4	0
1012.27	2.972694	dyad	flickr-2-2-8-4-6-0-2-0-8222846020_11.mp4	0
1016.021	2.981228	dyad	flickr-5-5-5-1-2-1-2-0-2755512120_95.mp4	0
1019.771	3.016441	dyad	yt-K1EmbP7RMrQ_103.mp4	0
1023.521	2.981039	dyad	yt-zGPMQDq1VdU_39.mp4	0
1027.272	2.989571	dyad	yt-yQK3lr5cpSU_37.mp4	0
1031.022	2.989954	dyad	yt-ylWmBeCU2LE_101.mp4	0
1034.773	2.99875	dyad	flickr-7-8-5-0-9-0-9-0-4078509090_12.mp4	0
1038.523	2.989397	dyad	yt-VmGqoK-hmHc_47.mp4	0
1042.273	2.981409	dyad	yt-BVDyfz_RdZo_168.mp4	0
1046.024	2.980782	dyad	2-8-0-2-5-4-8-8-5028025488_7.mp4	0
1049.774	2.990318	dyad	yt-M1ZSKh7JbQQ_36.mp4	0
1053.524	2.9812	dyad	vine-Nononononono-twerking-weird-clapping-no-Kevin-Marshall-hHqMIJdWz7E_3.mp4	0
1057.275	2.976511	dyad	flickr-7-4-1-1-3-9-5-4-8274113954_15.mp4	0
1061.025	2.981775	dyad	yt-3feY7fLgX4M_737.mp4	0
1064.776	2.990228	dyad	yt-gdfrW0ohNCU_61.mp4	0
1068.526	3.007895	dyad	yt-gknOwYMSbPs_2.mp4	0
1072.276	2.996706	dyad	yt-iRPNwUaA-5w_236.mp4	0
1076.027	2.980338	dyad	flickr-5-3-3-2-7-2-4-7-3053327247_9.mp4	0
1079.777	2.991394	dyad	yt-lMvo3DnAz2I_37.mp4	0
1083.527	2.980484	dyad	flickr-8-9-7-9-5-0-4-1-6189795041_19.mp4	0
1087.278	2.992871	dyad	flickr-4-9-9-9-8-3-1-6-25549998316_29.mp4	0
1091.028	2.98823	crowd	yt-4bgxFMxl7-A_77.mp4	0
1094.778	2.990153	dyad	flickr-9-3-0-5-5-4-4-2-3593055442_11.mp4	0
1098.529	2.980559	dyad	yt-hHV1-no0rkQ_102.mp4	0
1102.279	2.997874	dyad	yt-Qk-3RGy0rwk_18.mp4	0
1106.03	2.980349	dyad	yt-dUQG4COAK54_46.mp4	0
1109.782	2.987961	dyad	flickr-4-2-6-5-6-4-7-1-5442656471_12.mp4	0
1113.532	2.97882	dyad	yt-CQzqhM81T_M_5.mp4	0
1117.282	2.995623	dyad	yt-TUdnj4CVFmQ_416.mp4	0
1121.032	2.987381	crowd	yt-1LQO_r8Y9m4_35.mp4	0
1124.783	2.99735	dyad	yt-lTeHKYHiVcM_15.mp4	0
1128.533	2.978603	dyad	7-5-1-0-3-6-9-8-3775103698_9.mp4	0
1132.283	2.971502	crowd	yt-5PvLPjUbD0I_29.mp4	0
1136.034	2.981375	dyad	flickr-3-5-1-9-5-7-1-6-5535195716_54.mp4	0
1139.784	2.988066	dyad	yt-owyra39-RLo_36.mp4	0
1143.534	2.979902	dyad	flickr-0-1-6-8-3-2-4-3-4401683243_31.mp4	0
1147.285	2.988116	dyad	yt-gcN3azy8GDY_38.mp4	0
1151.035	2.988113	crowd	flickr-0-2-5-6-6-5-1-2-5402566512_10.mp4	0
