video_name,condition,onset_time,offset_time,duration,response,added_TRs,movie_path
vine-Juggling-a-chainsaw-and-two-balls-of-fire-M9wpwqEEWI1_3.mp4,0,0.500064800000018,3.49239609999995,2.99233129999993,1,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\crowd_videos_3000ms\vine-Juggling-a-chainsaw-and-two-balls-of-fire-M9wpwqEEWI1_3.mp4
flickr-0-9-4-9-7-9-0-1-3009497901_3.mp4,1,4.25080790000038,7.22844190000023,2.97763399999985,1,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\flickr-0-9-4-9-7-9-0-1-3009497901_3.mp4
yt-CycYi5Z5guk_25.mp4,1,8.00154740000016,10.9842414,2.98269399999981,1,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\yt-CycYi5Z5guk_25.mp4
yt-2TgcUjTyD4s_263.mp4,0,11.7523982000002,14.7274652999999,2.97506709999971,1,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\crowd_videos_3000ms\yt-2TgcUjTyD4s_263.mp4
yt-U87RJqCZT8w_16.mp4,1,15.5031766000002,18.4862662,2.98308959999986,1,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\yt-U87RJqCZT8w_16.mp4
yt-yNeLe_a2pck_651.mp4,1,19.2546069,22.2526879000002,2.99808100000018,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\yt-yNeLe_a2pck_651.mp4
yt-4JNdEFzM86k_274.mp4,1,23.0051629,25.9862072999999,2.98104439999997,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\yt-4JNdEFzM86k_274.mp4
-YwZOeyAQC8_15.mp4,1,26.7556078000002,29.7534712000001,2.99786339999991,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\-YwZOeyAQC8_15.mp4
yt-Hdv-QIhFago_254.mp4,1,30.5066712000003,33.4869385000002,2.98026729999992,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\yt-Hdv-QIhFago_254.mp4
IkTAuzVeD2Q_46.mp4,1,34.2571270000003,37.2463857000002,2.98925869999994,0,0,C:\Users\cog-isik\Desktop\SIfMRI_eyetracking\videos\dyad_videos_3000ms\IkTAuzVeD2Q_46.mp4
